The SAS System                                                                       11:29 Sunday, December 28, 2008   1

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
mid_asian_ed      2815690       0.1369728       8.5320866               0      20.0000000
mid_asian_coll    2815690       0.0038840       0.3806020               0       1.0000000
mex_ed            2815690       0.1743796       8.1425341               0      20.0000000
mex_coll          2815690     0.000684065       0.1599845               0       1.0000000
euro_yrs          2815690       0.4567847      22.2938049               0      45.0000000
hi_asian_yrs      2815690       0.1140452       8.7154022               0      45.0000000
mid_asian_yrs     2815690       0.1263941       9.1906519               0      45.0000000
mex_yrs           2815690       0.2880649      14.3494650               0      45.0000000
euro_yrs2         2815690      13.4829783     767.9945212               0         2025.00
hi_asian_yrs2     2815690       2.0417115     213.4687749               0         2025.00
mid_asian_yrs2    2815690       2.2719631     235.0245100               0         2025.00
mex_yrs2          2815690       5.5823838     386.4293879               0         2025.00
imm_ed            2815690       1.0860746      22.3470903               0      20.0000000
imm_coll          2815690       0.0212462       0.8823795               0       1.0000000
asian             2815690       0.0282253       1.0133974               0       1.0000000
black             2815690       0.1125264       1.9336720               0       1.0000000
-----------------------------------------------------------------------------------------
The SAS System                                                                       11:29 Sunday, December 28, 2008   2

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
-----------------------------------------------------------------------------------------
asian_ed          2815690       0.3855200      14.3454779               0      20.0000000
black_ed          2815690       1.3950864      24.5290906               0      20.0000000
asian_coll        2815690       0.0112788       0.6461682               0       1.0000000
black_coll        2815690       0.0149829       0.7433573               0       1.0000000
hisp_ed           2815690       0.8891680      19.3664315               0      20.0000000
hisp_coll         2815690       0.0078227       0.5390764               0       1.0000000
p1                2815690       0.0862299       0.4849785     0.000692260       0.6583582
p2                2815690       0.0940453       0.3856915       0.0018950       0.2315477
p3                2815690       0.0910819       0.2997402       0.0035811       0.1591841
p4                2815690       0.1002202       0.2420687       0.0077400       0.1439071
p5                2815690       0.0991041       0.1784879       0.0136687       0.1332594
p6                2815690       0.0955015       0.1264917       0.0155951       0.1217200
p7                2815690       0.1112110       0.1890364       0.0087660       0.1489274
p8                2815690       0.1043424       0.3051545       0.0034117       0.1707784
p9                2815690       0.1045141       0.4487675       0.0014579       0.2328081
p10               2815690       0.1137495       0.6799655     0.000367090       0.5907050
rmsa              2815690         3033.22        17963.66               0         9320.00
dev               2815690    3.9743555E-8       4.1078868      -1.3346969       2.8650082
devsq             2815690       0.4506932       4.4653045    2.342299E-11       8.2082717
nonmover          2815690       0.5545506       3.0412193               0       1.0000000
-----------------------------------------------------------------------------------------
The SAS System                                                                       11:29 Sunday, December 28, 2008   3

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
-----------------------------------------------------------------------------------------
state             2357820      28.2496711      98.9662341       1.0000000      56.0000000
age               2357820      37.6090785      73.4985959      18.0000000      68.0000000
pob               2357820      31.1534125     154.2526625       1.0000000     555.0000000
imm               2357820               0               0               0               0
hispanic          2357820       0.0479388       1.3597148               0       1.0000000
english           2357820       0.0854536       2.3208314               0       4.0000000
msa               2357820         5667.56        20201.92      40.0000000         9999.00
ind               2357820     577.8222133         1748.78      10.0000000     960.0000000
educ              2357820      13.0739702      16.3054909               0      20.0000000
eclass            2357820       2.6003407       6.3182809       1.0000000       4.0000000
dropout           2357820       0.1487553       2.2648289               0       1.0000000
somecoll          2357820       0.3010444       2.9195237               0       1.0000000
collplus          2357820       0.2240258       2.6536559               0       1.0000000
advanced          2357820       0.0737906       1.6638998               0       1.0000000
exp               2357820      17.5571524      74.0177902       1.0000000      45.0000000
xclass            2357820       3.9245643      14.7420463       1.0000000       9.0000000
annhrs            2357820         1835.31         4871.32       1.0000000         5148.00
owage             2357820      12.7198009     247.6316937     0.000443262        27500.00
logwage2          2357820       2.2635548       4.2541283       0.9212783       5.1209834
female            2357820       0.4721435       3.1773634               0       1.0000000
c                 2357820       1.0000000               0       1.0000000       1.0000000
inschool          2357820       0.1012492       1.9199392               0       1.0000000
exp2              2357820       4.4350071      31.7521775       0.0100000      20.2500000
exp3              2357820      13.3609825     128.9108406     0.000999999      91.1250000
ic                2357820      -1.0000000               0      -1.0000000      -1.0000000
yrsinus           2357820               0               0               0               0
pre_exp           2357820               0               0               0               0
pre_exp1          2357820               0               0               0               0
yrsinus2          2357820               0               0               0               0
euro              2357820               0               0               0               0
hi_asian          2357820               0               0               0               0
mid_asian         2357820               0               0               0               0
mex               2357820               0               0               0               0
euro_ed           2357820               0               0               0               0
euro_coll         2357820               0               0               0               0
hi_asian_ed       2357820               0               0               0               0
hi_asian_coll     2357820               0               0               0               0
mid_asian_ed      2357820               0               0               0               0
mid_asian_coll    2357820               0               0               0               0
mex_ed            2357820               0               0               0               0
mex_coll          2357820               0               0               0               0
euro_yrs          2357820               0               0               0               0
hi_asian_yrs      2357820               0               0               0               0
mid_asian_yrs     2357820               0               0               0               0
mex_yrs           2357820               0               0               0               0
euro_yrs2         2357820               0               0               0               0
hi_asian_yrs2     2357820               0               0               0               0
mid_asian_yrs2    2357820               0               0               0               0
mex_yrs2          2357820               0               0               0               0
imm_ed            2357820               0               0               0               0
imm_coll          2357820               0               0               0               0
asian             2357820       0.0072094       0.5384559               0       1.0000000
black             2357820       0.1165713       2.0424595               0       1.0000000
-----------------------------------------------------------------------------------------
The SAS System                                                                       11:29 Sunday, December 28, 2008   4

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
-----------------------------------------------------------------------------------------
asian_ed          2357820       0.0998836       7.5821316               0      20.0000000
black_ed          2357820       1.4442362      25.8623354               0      20.0000000
asian_coll        2357820       0.0024849       0.3168765               0       1.0000000
black_coll        2357820       0.0149839       0.7732241               0       1.0000000
hisp_ed           2357820       0.5697467      16.6692878               0      20.0000000
hisp_coll         2357820       0.0051641       0.4561904               0       1.0000000
p1                2357820       0.0836043       0.4923645       0.0010647       0.6583582
p2                2357820       0.0928534       0.4013817       0.0027316       0.2315465
p3                2357820       0.0903633       0.3140592       0.0049527       0.1591841
p4                2357820       0.0996738       0.2544621       0.0103105       0.1439071
p5                2357820       0.0988816       0.1874663       0.0175572       0.1332594
p6                2357820       0.0955263       0.1308697       0.0155951       0.1217199
p7                2357820       0.1116398       0.1950428       0.0087660       0.1489274
p8                2357820       0.1052501       0.3181484       0.0034117       0.1707784
p9                2357820       0.1060565       0.4692784       0.0014579       0.2328081
p10               2357820       0.1161509       0.7094128     0.000367090       0.5410476
rmsa              2357820         2906.29        18727.07               0         9320.00
dev               2357820       0.0075796       4.2541283      -1.3346969       2.8650082
devsq             2357820       0.4468206       4.6127238    2.342299E-11       8.2082717
nonmover          2357820       0.6121071       3.1012842               0       1.0000000
-----------------------------------------------------------------------------------------
The SAS System                                                                       11:29 Sunday, December 28, 2008   5

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
-----------------------------------------------------------------------------------------
state              457870      22.1692725      74.5927849       1.0000000      56.0000000
age                457870      37.4524320      52.4487133      18.0000000      68.0000000
pob                457870     276.7320475     476.1978237     100.0000000     555.0000000
imm                457870       1.0000000               0       1.0000000       1.0000000
hispanic           457870       0.4279068       2.3021905               0       1.0000000
english            457870       1.5635335       5.4664942               0       4.0000000
msa                457870         5159.08        11186.93      40.0000000         9999.00
ind                457870     536.4549463         1313.18      10.0000000     960.0000000
educ               457870      11.5502791      21.3136455               0      20.0000000
eclass             457870       2.3078152       5.4728058       1.0000000       4.0000000
dropout            457870       0.3592257       2.2323871               0       1.0000000
somecoll           457870       0.2151389       1.9120055               0       1.0000000
collplus           457870       0.2259510       1.9459184               0       1.0000000
advanced           457870       0.0953413       1.3665205               0       1.0000000
exp                457870      18.1960272      52.8446713       1.0000000      45.0000000
xclass             457870       4.0474190      10.5612488       1.0000000       9.0000000
annhrs             457870         1786.58         3592.80       1.0000000         5148.00
owage              457870      13.5242694         2212.05       0.0016484       195516.00
logwage2           457870       2.1829466       3.2326568       0.9212783       5.1209834
female             457870       0.4284012       2.3025245               0       1.0000000
c                  457870       1.0000000               0       1.0000000       1.0000000
inschool           457870       0.1407047       1.6179264               0       1.0000000
exp2               457870       4.6007929      22.9956835       0.0100000      20.2500000
exp3               457870      13.7754894      93.5967333     0.000999999      91.1250000
ic                 457870      14.3166845      60.0260505       1.0000000      38.0000000
yrsinus            457870      14.8906565      49.4495078       1.5000000      45.0000000
pre_exp            457870       3.3053708      52.2703910     -27.5000000      43.5000000
pre_exp1           457870       0.2197652       1.9267501               0       1.0000000
yrsinus2           457870     334.6741533         2014.21       2.2500000         2025.00
euro               457870       0.2197473       1.9266936               0       1.0000000
hi_asian           457870       0.1014971       1.4051408               0       1.0000000
mid_asian          457870       0.1105126       1.4588446               0       1.0000000
mex                457870       0.2345492       1.9715551               0       1.0000000
euro_ed            457870       2.8495410      26.2399020               0      20.0000000
euro_coll          457870       0.0608517       1.1123382               0       1.0000000
hi_asian_ed        457870       1.4881126      21.2302182               0      20.0000000
hi_asian_coll      457870       0.0535517       1.0475343               0       1.0000000
mid_asian_ed       457870       1.4566904      20.1505487               0      20.0000000
mid_asian_coll     457870       0.0413056       0.9259294               0       1.0000000
mex_ed             457870       1.8545069      18.4461917               0      20.0000000
mex_coll           457870       0.0072749       0.3954237               0       1.0000000
euro_yrs           457870       4.8578531      50.9267210               0      45.0000000
hi_asian_yrs       457870       1.2128575      20.9345525               0      45.0000000
mid_asian_yrs      457870       1.3441867      22.0000080               0      45.0000000
mex_yrs            457870       3.0635373      32.8960196               0      45.0000000
euro_yrs2          457870     143.3899304         1795.50               0         2025.00
hi_asian_yrs2      457870      21.7133685     520.5580538               0         2025.00
mid_asian_yrs2     457870      24.1620678     572.9124657               0         2025.00
mex_yrs2           457870      59.3680132     921.5016141               0         2025.00
imm_ed             457870      11.5502791      21.3136455               0      20.0000000
imm_coll           457870       0.2259510       1.9459184               0       1.0000000
asian              457870       0.2307108       1.9602526               0       1.0000000
black              457870       0.0735542       1.2146382               0       1.0000000
-----------------------------------------------------------------------------------------
The SAS System                                                                       11:29 Sunday, December 28, 2008   6

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
-----------------------------------------------------------------------------------------
asian_ed           457870       3.1375938      28.0801419               0      20.0000000
black_ed           457870       0.9215330      15.8224731               0      20.0000000
asian_coll         457870       0.0960062       1.3707731               0       1.0000000
black_coll         457870       0.0149736       0.5650931               0       1.0000000
hisp_ed            457870       3.9667556      25.4797146               0      20.0000000
hisp_coll          457870       0.0334375       0.8364985               0       1.0000000
p1                 457870       0.1115276       0.4274786     0.000692260       0.6484119
p2                 457870       0.1055291       0.2863795       0.0018950       0.2315477
p3                 457870       0.0980055       0.2084219       0.0035811       0.1591841
p4                 457870       0.1054838       0.1620072       0.0077400       0.1439071
p5                 457870       0.1012480       0.1217723       0.0136687       0.1332594
p6                 457870       0.0952624       0.1009783       0.0227769       0.1217200
p7                 457870       0.1070801       0.1531259       0.0155478       0.1489274
p8                 457870       0.0955973       0.2226768       0.0070955       0.1707784
p9                 457870       0.0896534       0.3148797       0.0025081       0.2328081
p10                457870       0.0906128       0.4887486     0.000404735       0.5907050
rmsa               457870         4256.18        11946.23               0         9320.00
dev                457870      -0.0730286       3.2326568      -1.3346969       2.8650082
devsq              457870       0.4880058       3.6075199    1.448533E-10       8.2082717
nonmover           457870               0               0               0               0
-----------------------------------------------------------------------------------------
The SAS System                                                                       11:29 Sunday, December 28, 2008   7

The FREQ Procedure

Table of ic by hispanic

ic        hispanic

Frequency|
Percent  |
Row Pct  |
Col Pct  |       0|       1|  Total
---------+--------+--------+
      -1 |9.093E7 |4578690 |9.551E7
         |  86.25 |   4.34 |  90.60
         |  95.21 |   4.79 |
         |  94.13 |  51.91 |
---------+--------+--------+
       1 |  15466 |2309635 |2325101
         |   0.01 |   2.19 |   2.21
         |   0.67 |  99.33 |
         |   0.02 |  26.18 |
---------+--------+--------+
       2 | 545385 |  32255 | 577640
         |   0.52 |   0.03 |   0.55
         |  94.42 |   5.58 |
         |   0.56 |   0.37 |
---------+--------+--------+
       3 | 264436 |   1279 | 265715
         |   0.25 |   0.00 |   0.25
         |  99.52 |   0.48 |
         |   0.27 |   0.01 |
---------+--------+--------+
       4 | 250139 |    404 | 250543
         |   0.24 |   0.00 |   0.24
         |  99.84 |   0.16 |
         |   0.26 |   0.00 |
---------+--------+--------+
       5 |   2412 | 264183 | 266595
         |   0.00 |   0.25 |   0.25
         |   0.90 |  99.10 |
         |   0.00 |   3.00 |
---------+--------+--------+
       6 | 266939 |    396 | 267335
         |   0.25 |   0.00 |   0.25
         |  99.85 |   0.15 |
         |   0.28 |   0.00 |
---------+--------+--------+
       7 |   4911 | 375255 | 380166
         |   0.00 |   0.36 |   0.36
         |   1.29 |  98.71 |
         |   0.01 |   4.25 |
---------+--------+--------+
Total      9.66E7  8820556  1.054E8
            91.63     8.37   100.00
(Continued)
The SAS System                                                                       11:29 Sunday, December 28, 2008   8

The FREQ Procedure

Table of ic by hispanic

ic        hispanic

Frequency|
Percent  |
Row Pct  |
Col Pct  |       0|       1|  Total
---------+--------+--------+
       8 |   2318 | 164626 | 166944
         |   0.00 |   0.16 |   0.16
         |   1.39 |  98.61 |
         |   0.00 |   1.87 |
---------+--------+--------+
       9 | 244156 |    269 | 244425
         |   0.23 |   0.00 |   0.23
         |  99.89 |   0.11 |
         |   0.25 |   0.00 |
---------+--------+--------+
      10 | 199599 |   2609 | 202208
         |   0.19 |   0.00 |   0.19
         |  98.71 |   1.29 |
         |   0.21 |   0.03 |
---------+--------+--------+
      11 | 302404 |   1330 | 303734
         |   0.29 |   0.00 |   0.29
         |  99.56 |   0.44 |
         |   0.31 |   0.02 |
---------+--------+--------+
      12 |   3142 | 165829 | 168971
         |   0.00 |   0.16 |   0.16
         |   1.86 |  98.14 |
         |   0.00 |   1.88 |
---------+--------+--------+
      13 |   1811 | 121558 | 123369
         |   0.00 |   0.12 |   0.12
         |   1.47 |  98.53 |
         |   0.00 |   1.38 |
---------+--------+--------+
      14 | 332008 |   2191 | 334199
         |   0.31 |   0.00 |   0.32
         |  99.34 |   0.66 |
         |   0.34 |   0.02 |
---------+--------+--------+
      15 | 126929 |   8757 | 135686
         |   0.12 |   0.01 |   0.13
         |  93.55 |   6.45 |
         |   0.13 |   0.10 |
---------+--------+--------+
Total      9.66E7  8820556  1.054E8
            91.63     8.37   100.00
(Continued)
The SAS System                                                                       11:29 Sunday, December 28, 2008   9

The FREQ Procedure

Table of ic by hispanic

ic        hispanic

Frequency|
Percent  |
Row Pct  |
Col Pct  |       0|       1|  Total
---------+--------+--------+
      16 | 149065 |    253 | 149318
         |   0.14 |   0.00 |   0.14
         |  99.83 |   0.17 |
         |   0.15 |   0.00 |
---------+--------+--------+
      17 | 126017 |    151 | 126168
         |   0.12 |   0.00 |   0.12
         |  99.88 |   0.12 |
         |   0.13 |   0.00 |
---------+--------+--------+
      18 | 298385 |   1222 | 299607
         |   0.28 |   0.00 |   0.28
         |  99.59 |   0.41 |
         |   0.31 |   0.01 |
---------+--------+--------+
      19 | 206937 |   1094 | 208031
         |   0.20 |   0.00 |   0.20
         |  99.47 |   0.53 |
         |   0.21 |   0.01 |
---------+--------+--------+
      20 |   1320 |  82203 |  83523
         |   0.00 |   0.08 |   0.08
         |   1.58 |  98.42 |
         |   0.00 |   0.93 |
---------+--------+--------+
      21 | 131643 |    339 | 131982
         |   0.12 |   0.00 |   0.13
         |  99.74 |   0.26 |
         |   0.14 |   0.00 |
---------+--------+--------+
      22 | 102182 |    279 | 102461
         |   0.10 |   0.00 |   0.10
         |  99.73 |   0.27 |
         |   0.11 |   0.00 |
---------+--------+--------+
      23 |   2504 |  52852 |  55356
         |   0.00 |   0.05 |   0.05
         |   4.52 |  95.48 |
         |   0.00 |   0.60 |
---------+--------+--------+
Total      9.66E7  8820556  1.054E8
            91.63     8.37   100.00
(Continued)
The SAS System                                                                       11:29 Sunday, December 28, 2008  10

The FREQ Procedure

Table of ic by hispanic

ic        hispanic

Frequency|
Percent  |
Row Pct  |
Col Pct  |       0|       1|  Total
---------+--------+--------+
      24 |   3722 |  80615 |  84337
         |   0.00 |   0.08 |   0.08
         |   4.41 |  95.59 |
         |   0.00 |   0.91 |
---------+--------+--------+
      25 |  82707 |    360 |  83067
         |   0.08 |   0.00 |   0.08
         |  99.57 |   0.43 |
         |   0.09 |   0.00 |
---------+--------+--------+
      26 |   1186 |  82264 |  83450
         |   0.00 |   0.08 |   0.08
         |   1.42 |  98.58 |
         |   0.00 |   0.93 |
---------+--------+--------+
      27 |  67551 |   1051 |  68602
         |   0.06 |   0.00 |   0.07
         |  98.47 |   1.53 |
         |   0.07 |   0.01 |
---------+--------+--------+
      28 |  46133 |    246 |  46379
         |   0.04 |   0.00 |   0.04
         |  99.47 |   0.53 |
         |   0.05 |   0.00 |
---------+--------+--------+
      29 |  88758 |    259 |  89017
         |   0.08 |   0.00 |   0.08
         |  99.71 |   0.29 |
         |   0.09 |   0.00 |
---------+--------+--------+
      30 |  71097 |   1899 |  72996
         |   0.07 |   0.00 |   0.07
         |  97.40 |   2.60 |
         |   0.07 |   0.02 |
---------+--------+--------+
      31 | 625879 |  50967 | 676846
         |   0.59 |   0.05 |   0.64
         |  92.47 |   7.53 |
         |   0.65 |   0.58 |
---------+--------+--------+
Total      9.66E7  8820556  1.054E8
            91.63     8.37   100.00
(Continued)
The SAS System                                                                       11:29 Sunday, December 28, 2008  11

The FREQ Procedure

Table of ic by hispanic

ic        hispanic

Frequency|
Percent  |
Row Pct  |
Col Pct  |       0|       1|  Total
---------+--------+--------+
      32 | 123116 |    450 | 123566
         |   0.12 |   0.00 |   0.12
         |  99.64 |   0.36 |
         |   0.13 |   0.01 |
---------+--------+--------+
      33 | 154110 |   1191 | 155301
         |   0.15 |   0.00 |   0.15
         |  99.23 |   0.77 |
         |   0.16 |   0.01 |
---------+--------+--------+
      34 | 244597 |   1364 | 245961
         |   0.23 |   0.00 |   0.23
         |  99.45 |   0.55 |
         |   0.25 |   0.02 |
---------+--------+--------+
      35 |  52586 | 140810 | 193396
         |   0.05 |   0.13 |   0.18
         |  27.19 |  72.81 |
         |   0.05 |   1.60 |
---------+--------+--------+
      36 | 217663 |   2074 | 219737
         |   0.21 |   0.00 |   0.21
         |  99.06 |   0.94 |
         |   0.23 |   0.02 |
---------+--------+--------+
      37 | 119360 |  75786 | 195146
         |   0.11 |   0.07 |   0.19
         |  61.16 |  38.84 |
         |   0.12 |   0.86 |
---------+--------+--------+
      38 | 192622 | 213561 | 406183
         |   0.18 |   0.20 |   0.39
         |  47.42 |  52.58 |
         |   0.20 |   2.42 |
---------+--------+--------+
Total      9.66E7  8820556  1.054E8
            91.63     8.37   100.00
