The SAS System                                                                       21:10 Wednesday, March 27, 2019   1

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
mex_yrs2          2783380       5.6079136     387.0026798               0         2025.00
imm_ed            2783380       1.0878331      22.3376538               0      20.0000000
imm_coll          2783380       0.0213544       0.8832508               0       1.0000000
asian             2783380       0.0065378       0.4924022               0       1.0000000
black             2783380       0.0017072       0.2522340               0       1.0000000
asian_ed          2783380       0.0797419       6.1320069               0      20.0000000
-----------------------------------------------------------------------------------------
The SAS System                                                                       21:10 Wednesday, March 27, 2019   2

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
-----------------------------------------------------------------------------------------
black_ed          2783380       0.0224195       3.3865659               0      20.0000000
asian_coll        2783380     0.000659906       0.1569007               0       1.0000000
black_coll        2783380     0.000399287       0.1220627               0       1.0000000
hisp_ed           2783380       0.8843143      19.2972392               0      20.0000000
hisp_coll         2783380       0.0078229       0.5382764               0       1.0000000
p1                2783380       0.0838645       0.4726287     0.000692260       0.6055681
p2                2783380       0.0931899       0.3891577       0.0018950       0.2315477
p3                2783380       0.0904373       0.3034402       0.0035811       0.1591841
p4                2783380       0.0995265       0.2453783       0.0077400       0.1439071
p5                2783380       0.0985995       0.1808491       0.0136687       0.1332594
p6                2783380       0.0951929       0.1268025       0.0170211       0.1217200
p7                2783380       0.1113081       0.1888105       0.0097028       0.1489274
p8                2783380       0.1051722       0.3073925       0.0038321       0.1707784
p9                2783380       0.1063178       0.4536696       0.0016610       0.2328081
p10               2783380       0.1163913       0.6848818     0.000605479       0.5907050
rmsa              2783380         3034.73        17921.67               0         9320.00
dev               2783380       0.0063923       4.0806254      -1.3346969       2.8650082
devsq             2783380       0.4461067       4.4394254    1.548951E-11       8.2082717
nonmover          2783380       0.5565418       3.0353061               0       1.0000000
-----------------------------------------------------------------------------------------
The SAS System                                                                       21:10 Wednesday, March 27, 2019   3

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
-----------------------------------------------------------------------------------------
state             2330933      28.2694598      98.7543479       1.0000000      56.0000000
msa               2330933         5663.77        20172.14      40.0000000         9999.00
age               2330933      37.7232010      73.2596413      18.0000000      68.0000000
pob               2330933      31.1812879     154.0137783       1.0000000     555.0000000
ind               2330933     576.5662378         1742.17      10.0000000     960.0000000
hispanic          2330933       0.0474583       1.3510973               0       1.0000000
imm               2330933               0               0               0               0
educ              2330933      13.0898047      16.2341638               0      20.0000000
eclass            2330933       2.6063536       6.3076155       1.0000000       4.0000000
dropout           2330933       0.1471935       2.2514292               0       1.0000000
somecoll          2330933       0.3013582       2.9157986               0       1.0000000
collplus          2330933       0.2260944       2.6581388               0       1.0000000
advanced          2330933       0.0741380       1.6648779               0       1.0000000
exp               2330933      17.6576873      73.8221830       1.0000000      45.0000000
xclass            2330933       3.9436378      14.7096433       1.0000000       9.0000000
annhrs            2330933         1841.28         4833.07       1.0000000         5148.00
owage             2330933      12.8211840     282.5254449     0.000237417        27500.00
logwage2          2330933       2.2701406       4.2242547       0.9212783       5.1209834
female            2330933       0.4758353       3.1735909               0       1.0000000
c                 2330933       1.0000000               0       1.0000000       1.0000000
inschool          2330933       0.0987154       1.8954489               0       1.0000000
exp2              2330933       4.4675108      31.7441770       0.0100000      20.2500000
exp3              2330933      13.4661866     128.9649597     0.000999999      91.1250000
ic                2330933      -1.0000000               0      -1.0000000      -1.0000000
yrsinus           2330933               0               0               0               0
pre_exp           2330933               0               0               0               0
pre_exp1          2330933               0               0               0               0
yrsinus2          2330933               0               0               0               0
euro              2330933               0               0               0               0
hi_asian          2330933               0               0               0               0
mid_asian         2330933               0               0               0               0
mex               2330933               0               0               0               0
euro_ed           2330933               0               0               0               0
euro_coll         2330933               0               0               0               0
hi_asian_ed       2330933               0               0               0               0
hi_asian_coll     2330933               0               0               0               0
mid_asian_ed      2330933               0               0               0               0
mid_asian_coll    2330933               0               0               0               0
mex_ed            2330933               0               0               0               0
mex_coll          2330933               0               0               0               0
euro_yrs          2330933               0               0               0               0
hi_asian_yrs      2330933               0               0               0               0
mid_asian_yrs     2330933               0               0               0               0
mex_yrs           2330933               0               0               0               0
euro_yrs2         2330933               0               0               0               0
hi_asian_yrs2     2330933               0               0               0               0
mid_asian_yrs2    2330933               0               0               0               0
mex_yrs2          2330933               0               0               0               0
imm_ed            2330933               0               0               0               0
imm_coll          2330933               0               0               0               0
asian             2330933       0.0070909       0.5332065               0       1.0000000
black             2330933       0.0011381       0.2142532               0       1.0000000
asian_ed          2330933       0.0864893       6.6391141               0      20.0000000
-----------------------------------------------------------------------------------------
The SAS System                                                                       21:10 Wednesday, March 27, 2019   4

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
-----------------------------------------------------------------------------------------
black_ed          2330933       0.0143977       2.7467358               0      20.0000000
asian_coll        2330933     0.000709096       0.1691560               0       1.0000000
black_coll        2330933     0.000144446       0.0763676               0       1.0000000
hisp_ed           2330933       0.5649771      16.5861979               0      20.0000000
hisp_coll         2330933       0.0051545       0.4550509               0       1.0000000
p1                2330933       0.0810227       0.4781143       0.0010635       0.6055681
p2                2330933       0.0918275       0.4042335       0.0027291       0.2315459
p3                2330933       0.0896249       0.3175978       0.0049487       0.1591841
p4                2330933       0.0989371       0.2578392       0.0103030       0.1439071
p5                2330933       0.0983833       0.1899944       0.0175462       0.1332594
p6                2330933       0.0952563       0.1311123       0.0170211       0.1217199
p7                2330933       0.1118094       0.1943730       0.0097028       0.1489274
p8                2330933       0.1061628       0.3200304       0.0038321       0.1707784
p9                2330933       0.1079667       0.4739480       0.0016610       0.2328081
p10               2330933       0.1190093       0.7140814     0.000605479       0.5411772
rmsa              2330933         2906.68        18683.18               0         9320.00
dev               2330933       0.0141654       4.2242547      -1.3346969       2.8650082
devsq             2330933       0.4420994       4.5854355    1.548951E-11       8.2082717
nonmover          2330933       0.6143525       3.0930918               0       1.0000000
-----------------------------------------------------------------------------------------
The SAS System                                                                       21:10 Wednesday, March 27, 2019   5

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
-----------------------------------------------------------------------------------------
state              452447      22.1737689      74.5057788       1.0000000      56.0000000
msa                452447         5147.57        11132.40      40.0000000         9999.00
age                452447      37.5511115      52.3407832      18.0000000      68.0000000
pob                452447     275.8984855     472.4780361     100.0000000     555.0000000
ind                452447     536.1108652         1306.14      10.0000000     960.0000000
hispanic           452447       0.4265334       2.2990888               0       1.0000000
imm                452447       1.0000000               0       1.0000000       1.0000000
educ               452447      11.5603786      21.2924896               0      20.0000000
eclass             452447       2.3104299       5.4706601       1.0000000       4.0000000
dropout            452447       0.3585024       2.2293009               0       1.0000000
somecoll           452447       0.2150659       1.9099744               0       1.0000000
collplus           452447       0.2269332       1.9470749               0       1.0000000
advanced           452447       0.0957344       1.3677515               0       1.0000000
exp                452447      18.2887541      52.7373077       1.0000000      45.0000000
xclass             452447       4.0654529      10.5430669       1.0000000       9.0000000
annhrs             452447         1792.65         3567.94       1.0000000         5148.00
owage              452447      12.9917724         1581.70       0.0016484       195516.00
logwage2           452447       2.1875363       3.2206705       0.9212783       5.1209834
female             452447       0.4315984       2.3024633               0       1.0000000
c                  452447       1.0000000               0       1.0000000       1.0000000
inschool           452447       0.1384012       1.6052682               0       1.0000000
exp2               452447       4.6318049      23.0071457       0.0100000      20.2500000
exp3               452447      13.8781616      93.7422626     0.000999999      91.1250000
ic                 452447      14.2798998      59.7858719       1.0000000      38.0000000
yrsinus            452447      14.9478303      49.4258612       1.5000000      45.0000000
pre_exp            452447       3.3409238      52.2338365     -27.5000000      43.5000000
pre_exp1           452447       0.2188321       1.9219978               0       1.0000000
yrsinus2           452447     336.4844020         2016.48       2.2500000         2025.00
euro               452447       0.2211775       1.9293670               0       1.0000000
hi_asian           452447       0.1017130       1.4051442               0       1.0000000
mid_asian          452447       0.1107830       1.4590346               0       1.0000000
mex                452447       0.2341158       1.9684397               0       1.0000000
euro_ed            452447       2.8674284      26.2763546               0      20.0000000
euro_coll          452447       0.0612857       1.1149911               0       1.0000000
hi_asian_ed        452447       1.4917543      21.2386034               0      20.0000000
hi_asian_coll      452447       0.0537992       1.0488294               0       1.0000000
mid_asian_ed       452447       1.4600563      20.1532302               0      20.0000000
mid_asian_coll     452447       0.0414589       0.9267001               0       1.0000000
mex_ed             452447       1.8535611      18.4335630               0      20.0000000
mex_coll           452447       0.0072859       0.3953470               0       1.0000000
euro_yrs           452447       4.8997592      51.0711439               0      45.0000000
hi_asian_yrs       452447       1.2205454      20.9928327               0      45.0000000
mid_asian_yrs      452447       1.3515944      22.0518692               0      45.0000000
mex_yrs            452447       3.0704068      32.9258958               0      45.0000000
euro_yrs2          452447     144.7058553         1801.37               0         2025.00
hi_asian_yrs2      452447      21.8832311     522.4824403               0         2025.00
mid_asian_yrs2     452447      24.3298112     574.7918716               0         2025.00
mex_yrs2           452447      59.5951767     922.9528676               0         2025.00
imm_ed             452447      11.5603786      21.2924896               0      20.0000000
imm_coll           452447       0.2269332       1.9470749               0       1.0000000
asian              452447       0.0012131       0.1618131               0       1.0000000
black              452447       0.0071866       0.3926630               0       1.0000000
asian_ed           452447       0.0147848       2.0336914               0      20.0000000
-----------------------------------------------------------------------------------------
The SAS System                                                                       21:10 Wednesday, March 27, 2019   6

The MEANS Procedure

Variable                N            Mean         Std Dev         Minimum         Maximum
-----------------------------------------------------------------------------------------
black_ed           452447       0.0996445       5.6163897               0      20.0000000
asian_coll         452447     0.000186351       0.0634527               0       1.0000000
black_coll         452447       0.0028526       0.2479296               0       1.0000000
hisp_ed            452447       3.9585668      25.4580831               0      20.0000000
hisp_coll          452447       0.0335113       0.8366030               0       1.0000000
p1                 452447       0.1112225       0.4226763     0.000692260       0.5813063
p2                 452447       0.1063059       0.2927781       0.0018950       0.2315477
p3                 452447       0.0982579       0.2128845       0.0035811       0.1591841
p4                 452447       0.1052005       0.1647355       0.0077400       0.1439071
p5                 452447       0.1006810       0.1230066       0.0136687       0.1332594
p6                 452447       0.0945828       0.1017032       0.0241473       0.1217200
p7                 452447       0.1064820       0.1552835       0.0169116       0.1489274
p8                 452447       0.0956360       0.2268708       0.0072776       0.1707784
p9                 452447       0.0904436       0.3207746       0.0034267       0.2328081
p10                452447       0.0911877       0.4934197     0.000752451       0.5907050
rmsa               452447         4267.49        11888.12               0         9320.00
dev                452447      -0.0684389       3.2206705      -1.3346969       2.8650082
devsq              452447       0.4846850       3.5894776    1.448533E-10       8.2082717
nonmover           452447               0               0               0               0
-----------------------------------------------------------------------------------------
The SAS System                                                                       21:10 Wednesday, March 27, 2019   7

The FREQ Procedure

Table of ic by hispanic

ic        hispanic

Frequency|
Percent  |
Row Pct  |
Col Pct  |       0|       1|  Total
---------+--------+--------+
      -1 |8.966E7 |4467030 |9.413E7
         |  86.29 |   4.30 |  90.59
         |  95.25 |   4.75 |
         |  94.11 |  51.72 |
---------+--------+--------+
       1 |  15246 |2273765 |2289011
         |   0.01 |   2.19 |   2.20
         |   0.67 |  99.33 |
         |   0.02 |  26.32 |
---------+--------+--------+
       2 | 538602 |  31334 | 569936
         |   0.52 |   0.03 |   0.55
         |  94.50 |   5.50 |
         |   0.57 |   0.36 |
---------+--------+--------+
       3 | 262079 |   1279 | 263358
         |   0.25 |   0.00 |   0.25
         |  99.51 |   0.49 |
         |   0.28 |   0.01 |
---------+--------+--------+
       4 | 248182 |    404 | 248586
         |   0.24 |   0.00 |   0.24
         |  99.84 |   0.16 |
         |   0.26 |   0.00 |
---------+--------+--------+
       5 |   2322 | 261745 | 264067
         |   0.00 |   0.25 |   0.25
         |   0.88 |  99.12 |
         |   0.00 |   3.03 |
---------+--------+--------+
       6 | 264236 |    396 | 264632
         |   0.25 |   0.00 |   0.25
         |  99.85 |   0.15 |
         |   0.28 |   0.00 |
---------+--------+--------+
       7 |   4856 | 372125 | 376981
         |   0.00 |   0.36 |   0.36
         |   1.29 |  98.71 |
         |   0.01 |   4.31 |
---------+--------+--------+
Total     9.527E7  8637357  1.039E8
            91.69     8.31   100.00
(Continued)
The SAS System                                                                       21:10 Wednesday, March 27, 2019   8

The FREQ Procedure

Table of ic by hispanic

ic        hispanic

Frequency|
Percent  |
Row Pct  |
Col Pct  |       0|       1|  Total
---------+--------+--------+
       8 |   2255 | 162520 | 164775
         |   0.00 |   0.16 |   0.16
         |   1.37 |  98.63 |
         |   0.00 |   1.88 |
---------+--------+--------+
       9 | 241351 |    269 | 241620
         |   0.23 |   0.00 |   0.23
         |  99.89 |   0.11 |
         |   0.25 |   0.00 |
---------+--------+--------+
      10 | 196194 |   2583 | 198777
         |   0.19 |   0.00 |   0.19
         |  98.70 |   1.30 |
         |   0.21 |   0.03 |
---------+--------+--------+
      11 | 299110 |   1291 | 300401
         |   0.29 |   0.00 |   0.29
         |  99.57 |   0.43 |
         |   0.31 |   0.01 |
---------+--------+--------+
      12 |   3076 | 163595 | 166671
         |   0.00 |   0.16 |   0.16
         |   1.85 |  98.15 |
         |   0.00 |   1.89 |
---------+--------+--------+
      13 |   1799 | 120349 | 122148
         |   0.00 |   0.12 |   0.12
         |   1.47 |  98.53 |
         |   0.00 |   1.39 |
---------+--------+--------+
      14 | 328876 |   2170 | 331046
         |   0.32 |   0.00 |   0.32
         |  99.34 |   0.66 |
         |   0.35 |   0.03 |
---------+--------+--------+
      15 | 126148 |   8565 | 134713
         |   0.12 |   0.01 |   0.13
         |  93.64 |   6.36 |
         |   0.13 |   0.10 |
---------+--------+--------+
Total     9.527E7  8637357  1.039E8
            91.69     8.31   100.00
(Continued)
The SAS System                                                                       21:10 Wednesday, March 27, 2019   9

The FREQ Procedure

Table of ic by hispanic

ic        hispanic

Frequency|
Percent  |
Row Pct  |
Col Pct  |       0|       1|  Total
---------+--------+--------+
      16 | 148378 |    253 | 148631
         |   0.14 |   0.00 |   0.14
         |  99.83 |   0.17 |
         |   0.16 |   0.00 |
---------+--------+--------+
      17 | 123870 |    151 | 124021
         |   0.12 |   0.00 |   0.12
         |  99.88 |   0.12 |
         |   0.13 |   0.00 |
---------+--------+--------+
      18 | 296170 |   1204 | 297374
         |   0.29 |   0.00 |   0.29
         |  99.60 |   0.40 |
         |   0.31 |   0.01 |
---------+--------+--------+
      19 | 206143 |   1094 | 207237
         |   0.20 |   0.00 |   0.20
         |  99.47 |   0.53 |
         |   0.22 |   0.01 |
---------+--------+--------+
      20 |   1320 |  81619 |  82939
         |   0.00 |   0.08 |   0.08
         |   1.59 |  98.41 |
         |   0.00 |   0.94 |
---------+--------+--------+
      21 | 129120 |    339 | 129459
         |   0.12 |   0.00 |   0.12
         |  99.74 |   0.26 |
         |   0.14 |   0.00 |
---------+--------+--------+
      22 | 101991 |    279 | 102270
         |   0.10 |   0.00 |   0.10
         |  99.73 |   0.27 |
         |   0.11 |   0.00 |
---------+--------+--------+
      23 |   2488 |  52438 |  54926
         |   0.00 |   0.05 |   0.05
         |   4.53 |  95.47 |
         |   0.00 |   0.61 |
---------+--------+--------+
Total     9.527E7  8637357  1.039E8
            91.69     8.31   100.00
(Continued)
The SAS System                                                                       21:10 Wednesday, March 27, 2019  10

The FREQ Procedure

Table of ic by hispanic

ic        hispanic

Frequency|
Percent  |
Row Pct  |
Col Pct  |       0|       1|  Total
---------+--------+--------+
      24 |   3619 |  79789 |  83408
         |   0.00 |   0.08 |   0.08
         |   4.34 |  95.66 |
         |   0.00 |   0.92 |
---------+--------+--------+
      25 |  82391 |    321 |  82712
         |   0.08 |   0.00 |   0.08
         |  99.61 |   0.39 |
         |   0.09 |   0.00 |
---------+--------+--------+
      26 |   1165 |  81659 |  82824
         |   0.00 |   0.08 |   0.08
         |   1.41 |  98.59 |
         |   0.00 |   0.95 |
---------+--------+--------+
      27 |  67006 |   1027 |  68033
         |   0.06 |   0.00 |   0.07
         |  98.49 |   1.51 |
         |   0.07 |   0.01 |
---------+--------+--------+
      28 |  45615 |    246 |  45861
         |   0.04 |   0.00 |   0.04
         |  99.46 |   0.54 |
         |   0.05 |   0.00 |
---------+--------+--------+
      29 |  87670 |    215 |  87885
         |   0.08 |   0.00 |   0.08
         |  99.76 |   0.24 |
         |   0.09 |   0.00 |
---------+--------+--------+
      30 |  70452 |   1899 |  72351
         |   0.07 |   0.00 |   0.07
         |  97.38 |   2.62 |
         |   0.07 |   0.02 |
---------+--------+--------+
      31 | 621613 |  50537 | 672150
         |   0.60 |   0.05 |   0.65
         |  92.48 |   7.52 |
         |   0.65 |   0.59 |
---------+--------+--------+
Total     9.527E7  8637357  1.039E8
            91.69     8.31   100.00
(Continued)
The SAS System                                                                       21:10 Wednesday, March 27, 2019  11

The FREQ Procedure

Table of ic by hispanic

ic        hispanic

Frequency|
Percent  |
Row Pct  |
Col Pct  |       0|       1|  Total
---------+--------+--------+
      32 | 122508 |    450 | 122958
         |   0.12 |   0.00 |   0.12
         |  99.63 |   0.37 |
         |   0.13 |   0.01 |
---------+--------+--------+
      33 | 152540 |   1164 | 153704
         |   0.15 |   0.00 |   0.15
         |  99.24 |   0.76 |
         |   0.16 |   0.01 |
---------+--------+--------+
      34 | 241336 |   1343 | 242679
         |   0.23 |   0.00 |   0.23
         |  99.45 |   0.55 |
         |   0.25 |   0.02 |
---------+--------+--------+
      35 |  52057 | 140034 | 192091
         |   0.05 |   0.13 |   0.18
         |  27.10 |  72.90 |
         |   0.05 |   1.62 |
---------+--------+--------+
      36 | 214753 |   2074 | 216827
         |   0.21 |   0.00 |   0.21
         |  99.04 |   0.96 |
         |   0.23 |   0.02 |
---------+--------+--------+
      37 | 117341 |  74549 | 191890
         |   0.11 |   0.07 |   0.18
         |  61.15 |  38.85 |
         |   0.12 |   0.86 |
---------+--------+--------+
      38 | 183053 | 195253 | 378306
         |   0.18 |   0.19 |   0.36
         |  48.39 |  51.61 |
         |   0.19 |   2.26 |
---------+--------+--------+
Total     9.527E7  8637357  1.039E8
            91.69     8.31   100.00
